"";"V1"
"558";-1,18379547049395
"559";-0,261067895376249
"560";-1,18379547049395
"561";1,58438725485916
"562";1,58438725485916
"563";1,58438725485916
"564";1,58438725485916
"565";1,58438725485916
"566";-1,18379547049395
"567";-0,261067895376249
"568";1,58438725485916
"569";1,58438725485916
"570";0,661659679741456
"571";-1,18379547049395
"572";-1,18379547049395
"573";1,58438725485916
"574";1,58438725485916
"575";1,58438725485916
"576";-0,261067895376249
"577";-0,261067895376249
"578";1,58438725485916
"579";-1,18379547049395
"580";0,661659679741456
"581";-1,18379547049395
"582";-1,18379547049395
"583";0,661659679741456
"584";-0,261067895376249
"585";-1,18379547049395
"586";-0,261067895376249
"587";-0,261067895376249
"588";1,58438725485916
"589";-1,18379547049395
"590";-0,261067895376249
"591";1,58438725485916
"592";-1,18379547049395
"593";1,58438725485916
"594";1,58438725485916
"595";-1,18379547049395
"596";-1,18379547049395
"597";0,661659679741456
"598";1,58438725485916
"599";-0,261067895376249
"600";1,58438725485916
"601";-0,261067895376249
"602";-0,261067895376249
"603";-0,261067895376249
"604";0,661659679741456
"605";-0,261067895376249
"606";0,661659679741456
"607";0,661659679741456
"608";-0,261067895376249
"609";-0,261067895376249
"610";1,58438725485916
"611";-0,261067895376249
"612";-0,261067895376249
"613";-0,261067895376249
"614";-1,18379547049395
"615";-0,261067895376249
"616";-0,261067895376249
"617";0,661659679741456
"618";0,661659679741456
"619";0,661659679741456
"620";-0,261067895376249
"621";-0,261067895376249
"622";-1,18379547049395
"623";-1,18379547049395
"624";0,661659679741456
"625";1,58438725485916
"626";-1,18379547049395
"627";-0,261067895376249
"628";-1,18379547049395
"629";-0,261067895376249
"630";-0,261067895376249
"631";-0,261067895376249
"632";0,661659679741456
"633";-0,261067895376249
"634";0,661659679741456
"635";-1,18379547049395
"636";1,58438725485916
"637";-0,261067895376249
"638";-1,18379547049395
"639";1,58438725485916
"640";-1,18379547049395
"641";0,661659679741456
"642";1,58438725485916
"643";1,58438725485916
"644";1,58438725485916
"645";1,58438725485916
"646";-1,18379547049395
"647";1,58438725485916
"648";-1,18379547049395
"649";-0,261067895376249
"650";0,661659679741456
"651";-0,261067895376249
"652";-0,261067895376249
"653";1,58438725485916
"654";0,661659679741456
"655";1,58438725485916
"656";-1,18379547049395
"657";-0,261067895376249
"658";-1,18379547049395
"659";1,58438725485916
"660";1,58438725485916
"661";1,58438725485916
"662";0,661659679741456
"663";-0,261067895376249
"664";-1,18379547049395
"665";1,58438725485916
"666";1,58438725485916
"667";0,661659679741456
"668";1,58438725485916
"669";0,661659679741456
"670";-0,261067895376249
"671";1,58438725485916
"672";0,661659679741456
"673";-1,18379547049395
"674";1,58438725485916
"675";1,58438725485916
"676";0,661659679741456
"677";-1,18379547049395
"678";1,58438725485916
"679";-1,18379547049395
"680";0,661659679741456
"681";-1,18379547049395
"682";-1,18379547049395
"683";1,58438725485916
"684";1,58438725485916
"685";1,58438725485916
"686";0,661659679741456
"687";0,661659679741456
"688";1,58438725485916
"689";0,661659679741456
"690";-0,261067895376249
"691";-1,18379547049395
"692";0,661659679741456
"693";-1,18379547049395
"694";1,58438725485916
"695";0,661659679741456
"696";1,58438725485916
"697";-1,18379547049395
"698";0,661659679741456
"699";1,58438725485916
"700";0,661659679741456
"701";-1,18379547049395
"702";-1,18379547049395
"703";0,661659679741456
"704";0,661659679741456
"705";1,58438725485916
"706";0,661659679741456
"707";-1,18379547049395
"708";1,58438725485916
"709";1,58438725485916
"710";-0,261067895376249
"711";0,661659679741456
"712";0,661659679741456
"713";0,661659679741456
"714";-1,18379547049395
"715";-1,18379547049395
"716";-0,261067895376249
"717";-0,261067895376249
"718";0,661659679741456
"719";-0,261067895376249
"720";-1,18379547049395
"721";-1,18379547049395
"722";-1,18379547049395
"723";1,58438725485916
"724";1,58438725485916
"725";0,661659679741456
"726";1,58438725485916
"727";-0,261067895376249
"728";1,58438725485916
"729";0,661659679741456
"730";1,58438725485916
"731";0,661659679741456
"732";-0,261067895376249
"733";1,58438725485916
